Timestamp,SR3-SR1 Jun25,SR3-SR1 Mar25,SR3-SR1 Dec24,SR3-SR1 Sep24,SR3-SR1 Jun24,SR3-SR1 Mar24,,
6/3/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/4/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/5/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/6/2025,-4.5,-4,-7.5,-4,-6.5,-6.4,,
6/9/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/10/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/11/2025,-4.5,-4,-7.5,-4,-6.5,-6.4,,
6/12/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/13/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/16/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/17/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/18/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/20/2025,-4.5,-4,-7.5,-4,-6.5,-6.4,,
6/23/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
6/24/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/25/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/26/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/27/2025,-5.5,-4,-7.5,-4,-6.5,-6.4,,
6/30/2025,-3.75,-4,-7.5,-4,-6.5,-6.4,,
7/1/2025,-4.25,-4,-7.5,-4,-6.5,-6.4,,
7/2/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
7/3/2025,-4.25,-4,-7.5,-4,-6.5,-6.4,,
7/7/2025,-4.5,-4,-7.5,-4,-6.5,-6.4,,
7/8/2025,-4.25,-4,-7.5,-4,-6.5,-6.4,,
7/9/2025,-3.75,-4,-7.5,-4,-6.5,-6.4,,
7/10/2025,-4.75,-4,-7.5,-4,-6.5,-6.4,,
7/11/2025,-4.5,-4,-7.5,-4,-6.5,-6.4,,
7/14/2025,-4.5,-4,-7.5,-4,-6.5,-6.4,,
7/15/2025,-4.75,-4,-7.5,-4,-6.5,-6.4,,
7/16/2025,-4.75,-4,-7.5,-4,-6.5,-6.4,,
7/17/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
7/18/2025,-4.75,-4,-7.5,-4,-6.5,-6.4,,
7/21/2025,-4.75,-4,-7.5,-4,-6.5,-6.4,,
7/22/2025,-4.25,-4,-7.5,-4,-6.5,-6.4,,
7/23/2025,-4.25,-4,-7.5,-4,-6.5,-6.4,,
7/24/2025,-4.75,-4,-7.5,-4,-6.5,-6.4,,
7/25/2025,-5.25,-4,-7.5,-4,-6.5,-6.4,,
7/28/2025,-5.25,-4,-7.5,-4,-6.5,-6.4,,
7/29/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
7/30/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
7/31/2025,-5,-4,-7.5,-4,-6.5,-6.4,,
